            4
          507            0
  0.000000000000E+00  0.000000000000E+00
  0.529635113499E-05  0.216052402623E-04
  0.106832360010E-04  0.435797919487E-04
  0.161622021457E-04  0.659299679167E-04
  0.217348235702E-04  0.886621889324E-04
  0.274027011807E-04  0.111782985516E-03
  0.331674632488E-04  0.135298999816E-03
  0.390307658791E-04  0.159216987521E-03
  0.449942934849E-04  0.183543819795E-03
  0.510597592724E-04  0.208286485256E-03
  0.572289057325E-04  0.233452091981E-03
  0.635035051415E-04  0.259047869551E-03
  0.698853600706E-04  0.285081171123E-03
  0.763763039030E-04  0.311559475547E-03
  0.829782013614E-04  0.338490389512E-03
  0.896929490432E-04  0.365881649731E-03
  0.965224759654E-04  0.393741125164E-03
  0.103468744119E-03  0.422076819281E-03
  0.110533749032E-03  0.450896872357E-03
  0.117719520345E-03  0.480209563812E-03
  0.125028122389E-03  0.510023314592E-03
  0.132461654785E-03  0.540346689584E-03
  0.140022253043E-03  0.571188400078E-03
  0.147712089177E-03  0.602557306271E-03
  0.155533372328E-03  0.634462419811E-03
  0.163488349398E-03  0.666912906385E-03
  0.171579305700E-03  0.699918088352E-03
  0.179808565607E-03  0.733487447423E-03
  0.188178493228E-03  0.767630627383E-03
  0.196691493080E-03  0.802357436861E-03
  0.205350010784E-03  0.837677852151E-03
  0.214156533764E-03  0.873602020072E-03
  0.223113591964E-03  0.910140260887E-03
  0.232223758573E-03  0.947303071267E-03
  0.241489650766E-03  0.985101127307E-03
  0.250913930455E-03  0.102354528759E-02
  0.260499305052E-03  0.106264659631E-02
  0.270248528251E-03  0.110241628643E-02
  0.280164400814E-03  0.114286578295E-02
  0.290249771379E-03  0.118400670613E-02
  0.300507537280E-03  0.122585087488E-02
  0.310940645372E-03  0.126841031011E-02
  0.321552092887E-03  0.131169723822E-02
  0.332344928287E-03  0.135572409461E-02
  0.343322252146E-03  0.140050352722E-02
  0.354487218036E-03  0.144604840019E-02
  0.365843033437E-03  0.149237179756E-02
  0.377392960653E-03  0.153948702699E-02
  0.389140317755E-03  0.158740762363E-02
  0.401088479533E-03  0.163614735399E-02
  0.413240878461E-03  0.168572021988E-02
  0.425601005689E-03  0.173614046246E-02
  0.438172412041E-03  0.178742256628E-02
  0.450958709041E-03  0.183958126352E-02
  0.463963569943E-03  0.189263153814E-02
  0.477190730792E-03  0.194658863024E-02
  0.490643991496E-03  0.200146804041E-02
  0.504327216916E-03  0.205728553420E-02
  0.518244337978E-03  0.211405714661E-02
  0.532399352802E-03  0.217179918677E-02
  0.546796327850E-03  0.223052824253E-02
  0.561439399093E-03  0.229026118531E-02
  0.576332773203E-03  0.235101517489E-02
  0.591480728758E-03  0.241280766436E-02
  0.606887617473E-03  0.247565640513E-02
  0.622557865448E-03  0.253957945204E-02
  0.638495974442E-03  0.260459516853E-02
  0.654706523167E-03  0.267072223189E-02
  0.671194168598E-03  0.273797963869E-02
  0.687963647318E-03  0.280638671019E-02
  0.705019776872E-03  0.287596309789E-02
  0.722367457158E-03  0.294672878918E-02
  0.740011671827E-03  0.301870411309E-02
  0.757957489721E-03  0.309190974611E-02
  0.776210066327E-03  0.316636671816E-02
  0.794774645257E-03  0.324209641857E-02
  0.813656559754E-03  0.331912060231E-02
  0.832861234228E-03  0.339746139614E-02
  0.852394185810E-03  0.347714130505E-02
  0.872261025938E-03  0.355818321867E-02
  0.892467461973E-03  0.364061041784E-02
  0.913019298830E-03  0.372444658135E-02
  0.933922440657E-03  0.380971579268E-02
  0.955182892520E-03  0.389644254695E-02
  0.976806762136E-03  0.398465175794E-02
  0.998800261625E-03  0.407436876523E-02
  0.102116970929E-02  0.416561934153E-02
  0.104392153145E-02  0.425842970001E-02
  0.106706226425E-02  0.435282650187E-02
  0.109059855559E-02  0.444883686400E-02
  0.111453716698E-02  0.454648836673E-02
  0.113888497552E-02  0.464580906178E-02
  0.116364897587E-02  0.474682748031E-02
  0.118883628224E-02  0.484957264109E-02
  0.121445413047E-02  0.495407405885E-02
  0.124050988005E-02  0.506036175277E-02
  0.126701101631E-02  0.516846625505E-02
  0.129396515252E-02  0.527841861972E-02
  0.132138003206E-02  0.539025043153E-02
  0.134926353070E-02  0.550399381502E-02
  0.137762365885E-02  0.561968144377E-02
  0.140646856380E-02  0.573734654974E-02
  0.143580653215E-02  0.585702293280E-02
  0.146564599212E-02  0.597874497050E-02
  0.149599551601E-02  0.610254762785E-02
  0.152686382266E-02  0.622846646743E-02
  0.155825977993E-02  0.635653765955E-02
  0.159019240728E-02  0.648679799264E-02
  0.162267087832E-02  0.661928488382E-02
  0.165570452350E-02  0.675403638963E-02
  0.168930283274E-02  0.689109121696E-02
  0.172347545819E-02  0.703048873412E-02
  0.175823221697E-02  0.717226898219E-02
  0.179358309404E-02  0.731647268646E-02
  0.182953824502E-02  0.746314126817E-02
  0.186610799913E-02  0.761231685633E-02
  0.190330286214E-02  0.776404229985E-02
  0.194113351943E-02  0.791836117982E-02
  0.197961083901E-02  0.807531782201E-02
  0.201874587466E-02  0.823495730958E-02
  0.205854986914E-02  0.839732549601E-02
  0.209903425735E-02  0.856246901829E-02
  0.214021066967E-02  0.873043531022E-02
  0.218209093530E-02  0.890127261609E-02
  0.222468708561E-02  0.907503000446E-02
  0.226801135767E-02  0.925175738225E-02
  0.231207619770E-02  0.943150550907E-02
  0.235689426467E-02  0.961432601174E-02
  0.240247843395E-02  0.980027139909E-02
  0.244884180098E-02  0.998939507704E-02
  0.249599768506E-02  0.101817513639E-01
  0.254395963318E-02  0.103773955059E-01
