6
         593           0
  0.000000000000E+00  0.000000000000E+00
  0.184220909043E-05  0.357803382229E-05
  0.371590817425E-05  0.721722913916E-05
  0.562163552895E-05  0.109186314210E-04
  0.755993863312E-05  0.146833040088E-04
  0.953137432374E-05  0.185123284203E-04
  0.115365089561E-04  0.224068046600E-04
  0.135759185666E-04  0.263678515353E-04
  0.156501890382E-04  0.303966069784E-04
  0.177599162687E-04  0.344942283727E-04
  0.199057063417E-04  0.386618928852E-04
  0.220881757014E-04  0.429007978053E-04
  0.243079513289E-04  0.472121608883E-04
  0.265656709228E-04  0.515972207050E-04
  0.288619830822E-04  0.560572369983E-04
  0.311975474933E-04  0.605934910443E-04
  0.335730351184E-04  0.652072860208E-04
  0.359891283892E-04  0.698999473817E-04
  0.384465214025E-04  0.746728232376E-04
  0.409459201198E-04  0.795272847430E-04
  0.434880425700E-04  0.844647264907E-04
  0.460736190557E-04  0.894865669118E-04
  0.487033923629E-04  0.945942486835E-04
  0.513781179747E-04  0.997892391438E-04
  0.540985642879E-04  0.105073030713E-03
  0.568655128342E-04  0.110447141321E-03
  0.596797585042E-04  0.115913114845E-03
  0.625421097764E-04  0.121472521555E-03
  0.654533889488E-04  0.127126958559E-03
  0.684144323757E-04  0.132878050267E-03
  0.714260907075E-04  0.138727448856E-03
  0.744892291353E-04  0.144676834745E-03
  0.776047276397E-04  0.150727917076E-03
  0.807734812429E-04  0.156882434208E-03
  0.839964002666E-04  0.163142154214E-03
  0.872744105931E-04  0.169508875390E-03
  0.906084539313E-04  0.175984426770E-03
  0.939994880873E-04  0.182570668655E-03
  0.974484872396E-04  0.189269493143E-03
  0.100956442219E-03  0.196082824676E-03
  0.104524360793E-03  0.203012620593E-03
  0.108153267955E-03  0.210060871687E-03
  0.111844206221E-03  0.217229602784E-03
  0.115598235926E-03  0.224520873322E-03
  0.119416435529E-03  0.231936777938E-03
  0.123299901926E-03  0.239479447079E-03
  0.127249750761E-03  0.247151047606E-03
  0.131267116749E-03  0.254953783419E-03
  0.135353154002E-03  0.262889896093E-03
  0.139509036359E-03  0.270961665517E-03
  0.143735957726E-03  0.279171410553E-03
  0.148035132413E-03  0.287521489699E-03
  0.152407795493E-03  0.296014301771E-03
  0.156855203145E-03  0.304652286587E-03
  0.161378633024E-03  0.313437925670E-03
  0.165979384623E-03  0.322373742962E-03
  0.170658779651E-03  0.331462305549E-03
  0.175418162406E-03  0.340706224396E-03
  0.180258900166E-03  0.350108155099E-03
  0.185182383583E-03  0.359670798648E-03
  0.190190027078E-03  0.369396902204E-03
  0.195283269250E-03  0.379289259883E-03
  0.200463573288E-03  0.389350713565E-03
  0.205732427394E-03  0.399584153709E-03
  0.211091345208E-03  0.409992520179E-03
  0.216541866243E-03  0.420578803094E-03
  0.222085556328E-03  0.431346043683E-03
  0.227724008058E-03  0.442297335163E-03
  0.233458841252E-03  0.453435823623E-03
  0.239291703415E-03  0.464764708929E-03
  0.245224270216E-03  0.476287245646E-03
  0.251258245968E-03  0.488006743971E-03
  0.257395364114E-03  0.499926570682E-03
  0.263637387729E-03  0.512050150109E-03
  0.269986110027E-03  0.524380965115E-03
  0.276443354872E-03  0.536922558097E-03
  0.283010977306E-03  0.549678532006E-03
  0.289690864079E-03  0.562652551378E-03
  0.296484934195E-03  0.575848343389E-03
  0.303395139457E-03  0.589269698926E-03
  0.310423465034E-03  0.602920473676E-03
  0.317571930028E-03  0.616804589233E-03
  0.324842588054E-03  0.630926034224E-03
  0.332237527833E-03  0.645288865456E-03
  0.339758873787E-03  0.659897209081E-03
  0.347408786652E-03  0.674755261782E-03
  0.355189464102E-03  0.689867291976E-03
  0.363103141374E-03  0.705237641045E-03
  0.371152091915E-03  0.720870724578E-03
  0.379338628031E-03  0.736771033641E-03
  0.387665101558E-03  0.752943136071E-03
  0.396133904529E-03  0.769391677783E-03
  0.404747469867E-03  0.786121384107E-03
  0.413508272084E-03  0.803137061144E-03
  0.422418827988E-03  0.820443597151E-03
  0.431481697410E-03  0.838045963938E-03
  0.440699483935E-03  0.855949218305E-03
  0.450074835658E-03  0.874158503485E-03
  0.459610445933E-03  0.892679050630E-03
  0.469309054158E-03  0.911516180309E-03
  0.479173446555E-03  0.930675304037E-03
  0.489206456974E-03  0.950161925832E-03
  0.499410967703E-03  0.969981643792E-03
  0.509789910301E-03  0.990140151707E-03
  0.520346266439E-03  0.101064324069E-02
  0.531083068752E-03  0.103149680085E-02
  0.542003401716E-03  0.105270682298E-02
  0.553110402531E-03  0.107427940025E-02
  0.564407262025E-03  0.109622073002E-02
  0.575897225565E-03  0.111853711556E-02
  0.587583593996E-03  0.114123496788E-02
  0.599469724586E-03  0.116432080760E-02
  0.611559031991E-03  0.118780126678E-02
  0.623854989233E-03  0.121168309084E-02
  0.636361128704E-03  0.123597314052E-02
  0.649081043175E-03  0.126067839380E-02
  0.662018386832E-03  0.128580594798E-02
  0.675176876324E-03  0.131136302164E-02
  0.688560291829E-03  0.133735695677E-02
  0.702172478144E-03  0.136379522085E-02
  0.716017345787E-03  0.139068540899E-02
  0.730098872120E-03  0.141803524614E-02
  0.744421102494E-03  0.144585258931E-02
  0.758988151407E-03  0.147414542977E-02
  0.773804203692E-03  0.150292189543E-02
  0.788873515713E-03  0.153219025309E-02
  0.804200416591E-03  0.156195891088E-02
  0.819789309451E-03  0.159223642064E-02
  0.835644672677E-03  0.162303148041E-02
  0.851771061210E-03  0.165435293688E-02
  0.868173107848E-03  0.168620978796E-02
  0.884855524583E-03  0.171861118537E-02
  0.901823103950E-03  0.175156643726E-02
  0.919080720406E-03  0.178508501087E-02
  0.936633331730E-03  0.181917653528E-02
  0.954485980448E-03  0.185385080415E-02
  0.972643795281E-03  0.188911777855E-02
  0.991111992617E-03  0.192498758981E-02
  0.100989587801E-02  0.196147054241E-02
  0.102900084771E-02  0.199857711700E-02
  0.104843239021E-02  0.203631797336E-02
  0.106819608780E-02  0.207470395346E-02
  0.108829761822E-02  0.211374608460E-02
  0.110874275626E-02  0.215345558256E-02
  0.112953737539E-02  0.219384385485E-02
  0.115068744951E-02  0.223492250394E-02
  0.117219905464E-02  0.227670333063E-02
  0.119407837063E-02  0.231919833740E-02
  0.121633168299E-02  0.236241973192E-02
  0.123896538468E-02  0.240637993050E-02
  0.126198597790E-02  0.245109156167E-02
  0.128540007604E-02  0.249656746982E-02
  0.130921440551E-02  0.254282071887E-02
  0.133343580770E-02  0.258986459606E-02
  0.135807124096E-02  0.263771261571E-02
  0.138312778258E-02  0.268637852313E-02
  0.140861263080E-02  0.273587629860E-02
  0.143453310693E-02  0.278622016131E-02
  0.146089665743E-02  0.283742457351E-02
  0.148771085603E-02  0.288950424463E-02
  0.151498340594E-02  0.294247413553E-02
  0.154272214202E-02  0.299634946275E-02
  0.157093503309E-02  0.305114570293E-02
  0.159963018415E-02  0.310687859723E-02
  0.162881583877E-02  0.316356415585E-02
  0.165850038143E-02  0.322121866263E-02
  0.168869233992E-02  0.327985867973E-02
  0.171940038779E-02  0.333950105237E-02
  0.175063334690E-02  0.340016291370E-02
  0.178240018984E-02  0.346186168969E-02
  0.181471004264E-02  0.352461510413E-02
  0.184757218727E-02  0.358844118374E-02
  0.188099606441E-02  0.365335826334E-02
  0.191499127608E-02  0.371938499110E-02
  0.194956758844E-02  0.378654033393E-02
  0.198473493462E-02  0.385484358286E-02
  0.202050341749E-02  0.392431435866E-02
  0.205688331266E-02  0.399497261740E-02
  0.209388507137E-02  0.406683865622E-02
  0.213151932350E-02  0.413993311915E-02
  0.216979688065E-02  0.421427700303E-02
  0.220872873921E-02  0.428989166355E-02
  0.224832608357E-02  0.436679882135E-02
  0.228860028926E-02  0.444502056830E-02
  0.232956292630E-02  0.452457937379E-02
  0.237122576244E-02  0.460549809122E-02
  0.241360076663E-02  0.468779996455E-02
  0.245670011237E-02  0.477150863495E-02
  0.250053618128E-02  0.485664814762E-02
  0.254512156660E-02  0.494324295865E-02
  0.259046907687E-02  0.503131794208E-02
  0.263659173954E-02  0.512089839700E-02
  0.268350280475E-02  0.521201005484E-02
  0.273121574915E-02  0.530467908673E-02
  0.277974427976E-02  0.539893211103E-02
  0.282910233786E-02  0.549479620095E-02
  0.287930410308E-02  0.559229889234E-02
  0.293036399742E-02  0.569146819155E-02
  0.298229668939E-02  0.579233258350E-02
  0.303511709825E-02  0.589492103985E-02
  0.308884039829E-02  0.599926302730E-02
  0.314348202316E-02  0.610538851602E-02
  0.319905767035E-02  0.621332798830E-02
  0.325558330566E-02  0.632311244724E-02
  0.331307516783E-02  0.643477342567E-02
  0.337154977314E-02  0.654834299519E-02
  0.343102392022E-02  0.666385377536E-02
  0.349151469485E-02  0.678133894305E-02
  0.355303947484E-02  0.690083224197E-02
  0.361561593508E-02  0.702236799232E-02
  0.367926205258E-02  0.714598110064E-02
  0.374399611163E-02  0.727170706984E-02
  0.380983670908E-02  0.739958200933E-02
  0.387680275965E-02  0.752964264539E-02
  0.394491350140E-02  0.766192633172E-02
  0.401418850122E-02  0.779647106011E-02
